ballot_ID,Precinct,Ward,WardPrecinct,invalid,rank1,rank10,rank11,rank12,rank13,rank14,rank15,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"000402-00-00120000091659, 1",2,4,4-2,False,Risa Mednick,,,,,,,Denise Simmons,Charles Franklin,Adriane Musgrave,Burhan Azeem,,,,
"000402-00-00120000865038, 1",2,4,4-2,False,Risa Mednick,,,,,,,Denise Simmons,Adriane Musgrave,,,,,,
"000902-00-00270000145319, 1",2,9,9-2,False,Risa Mednick,,,,,,,Denise Simmons,Sumbul Siddiqui,Craig Kelley,Patricia Nolan,,,,
"000603-00-00190000940663, 1",3,6,6-3,False,Risa Mednick,Adriane Musgrave,Craig Kelley,Sukia Akiba,Quinton Zondervan,Sumbul Siddiqui,,Denise Simmons,John Pitkin,Marc McGovern,Alanna Mallon,Jivan Sobrinho-Wheeler,Nicola Williams,Burhan Azeem,Patricia Nolan
"001001-00-10120000151799, 1",1,10,10-1,False,Risa Mednick,,,,,,,Denise Simmons,Adriane Musgrave,Quinton Zondervan,Nicola Williams,Sumbul Siddiqui,Marc McGovern,Burhan Azeem,Jeffery McNary
"000802-00-00240000101633, 1",2,8,8-2,False,Risa Mednick,,,,,,,Denise Simmons,Sumbul Siddiqui,Burhan Azeem,Jivan Sobrinho-Wheeler,Alanna Mallon,Adriane Musgrave,Marc McGovern,Timothy Toomey
"000901-00-09120000662180, 1",1,9,9-1,False,Sumbul Siddiqui,,,,,,,Risa Mednick,Denise Simmons,Craig Kelley,Marc McGovern,Quinton Zondervan,Nicola Williams,Jivan Sobrinho-Wheeler,
"000201-00-00040000034866, 1",1,2,2-1,False,Ben Simon,,,,,,,Sumbul Siddiqui,Denise Simmons,,,,,,
"000201-00-00040000218564, 1",1,2,2-1,False,Ben Simon,,,,,,,Denise Simmons,Burhan Azeem,Sumbul Siddiqui,Charles Franklin,Nicola Williams,Jivan Sobrinho-Wheeler,Derek Kopon,Jeffery McNary
"000201-00-00040000325914, 1",1,2,2-1,False,Ben Simon,,,,,,,Denise Simmons,Burhan Azeem,Alanna Mallon,Timothy Toomey,Adriane Musgrave,Sumbul Siddiqui,Craig Kelley,
"000201-00-00040000364334, 1",1,2,2-1,False,Ben Simon,,,,,,,Denise Simmons,Dennis Carlone,Charles Franklin,Craig Kelley,Derek Kopon,Ilan Levy,Alanna Mallon,Marc McGovern
"000201-00-00040000572111, 1",1,2,2-1,False,Ben Simon,,,,,,,Denise Simmons,Timothy Toomey,Marc McGovern,,,,,
"000201-00-00040000861519, 1",1,2,2-1,False,Ben Simon,Risa Mednick,Quinton Zondervan,,,,,Sumbul Siddiqui,Denise Simmons,Jivan Sobrinho-Wheeler,Marc McGovern,Charles Franklin,John Pitkin,Alanna Mallon,Patricia Nolan
"000201-00-00040000002541, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,Ben Simon,Timothy Toomey,John Pitkin,Marc McGovern,,,Burhan Azeem,Sumbul Siddiqui,Adriane Musgrave,Alanna Mallon,Patricia Nolan,Denise Simmons,Nicola Williams,Quinton Zondervan
"000201-00-00040000088166, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Denise Simmons,Nicola Williams,,,,,,
"000201-00-00040000111034, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,Timothy Toomey,Nicola Williams,Quinton Zondervan,Sukia Akiba,Burhan Azeem,Dennis Carlone,Risa Mednick,Gregg Moree,Adriane Musgrave,Patricia Nolan,John Pitkin,Sumbul Siddiqui,Denise Simmons,Ben Simon
"000201-00-00040000171833, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Charles Franklin,,,,,,
"000201-00-00040000195572, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,Sukia Akiba,Burhan Azeem,Marc McGovern,Gregg Moree,Alanna Mallon,Charles Franklin,Quinton Zondervan,Nicola Williams,Ben Simon,Craig Kelley,Ilan Levy,Derek Kopon,Dennis Carlone,Timothy Toomey
"000201-00-00040000206317, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Marc McGovern,Denise Simmons,Timothy Toomey,Risa Mednick
"000201-00-00040000229790, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Denise Simmons,,,,,,,
"000201-00-00040000248808, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Charles Franklin,Quinton Zondervan,Nicola Williams,Dennis Carlone,Risa Mednick,Sumbul Siddiqui,Ben Simon,
"000201-00-00040000449196, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Sumbul Siddiqui,Marc McGovern,,,,,
"000201-00-00040000488497, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Charles Franklin,Nicola Williams,Quinton Zondervan,Patricia Nolan,Burhan Azeem,Dennis Carlone,Sumbul Siddiqui
"000201-00-00040000517137, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,Ben Simon,Timothy Toomey,John Pitkin,,,,Burhan Azeem,Sumbul Siddiqui,Adriane Musgrave,Alanna Mallon,Patricia Nolan,Denise Simmons,Nicola Williams,Quinton Zondervan
"000201-00-00040000518512, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Timothy Toomey,,,,,,,
"000201-00-00040000539539, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Adriane Musgrave,,,,
"000201-00-00040000549065, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Charles Franklin,Nicola Williams,Quinton Zondervan,Sukia Akiba,Denise Simmons,
"000201-00-00040000553781, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Marc McGovern,Patricia Nolan,,,,,,
"000201-00-00040000598020, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Charles Franklin,Sumbul Siddiqui,Ben Simon,Alanna Mallon,Denise Simmons,,
"000201-00-00040000621404, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Adriane Musgrave,Risa Mednick,Marc McGovern,Timothy Toomey,Denise Simmons,Alanna Mallon,Burhan Azeem
"000201-00-00040000672710, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Nicola Williams,Quinton Zondervan,,,,,,
"000201-00-00040000682069, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Charles Franklin,Nicola Williams,,,,,
"000201-00-00040000694280, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,Adriane Musgrave,,,,,,Sukia Akiba,Ben Simon,Quinton Zondervan,Marc McGovern,Alanna Mallon,Charles Franklin,Nicola Williams,Timothy Toomey
"000201-00-00040000788040, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Alanna Mallon,Adriane Musgrave,Denise Simmons,Marc McGovern,Risa Mednick,
"000201-00-00040000817614, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,Charles Franklin,Craig Kelley,,,,,Burhan Azeem,Adriane Musgrave,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Marc McGovern,Timothy Toomey,Risa Mednick
"000201-00-00040000860774, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,,,,,,,,
"000201-00-00040000869743, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Alanna Mallon,Sumbul Siddiqui,Adriane Musgrave,Marc McGovern,Denise Simmons,Timothy Toomey,Risa Mednick
"000201-00-00040000907599, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Dennis Carlone,Quinton Zondervan,Sumbul Siddiqui,Adriane Musgrave,Alanna Mallon,Marc McGovern,,
"000201-00-00040000908139, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Denise Simmons,Timothy Toomey,Sumbul Siddiqui,Adriane Musgrave,Risa Mednick,Marc McGovern,Alanna Mallon,Burhan Azeem
"000201-00-00040000971374, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Denise Simmons,,,,,,
"000201-00-00390000894071, 1",1,2,2-1,False,Jivan Sobrinho-Wheeler,,,,,,,Sukia Akiba,Ben Simon,Quinton Zondervan,Marc McGovern,Alanna Mallon,Write-In 1,Nicola Williams,Timothy Toomey
"000602-00-00180000015254, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Patricia Nolan,Ben Simon,Dennis Carlone,Quinton Zondervan,Sukia Akiba,Sumbul Siddiqui,,
"000602-00-00180000032162, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Denise Simmons,Patricia Nolan,Adriane Musgrave,,,,
"000602-00-00180000039806, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Denise Simmons,Patricia Nolan,,,,,
"000602-00-00180000069995, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Timothy Toomey,Marc McGovern,,,,,Burhan Azeem,Sumbul Siddiqui,Denise Simmons,Risa Mednick,Alanna Mallon,Charles Franklin,Nicola Williams,Adriane Musgrave
"000602-00-00180000072348, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sukia Akiba,,,,,,,
"000602-00-00180000101750, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Ben Simon,Sumbul Siddiqui,Marc McGovern,Risa Mednick,Alanna Mallon,Gregg Moree,
"000602-00-00180000113084, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Quinton Zondervan,Sumbul Siddiqui,Dennis Carlone,Marc McGovern,,,
"000602-00-00180000119156, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Ilan Levy,Sumbul Siddiqui,,,,,
"000602-00-00180000144594, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Charles Franklin,Nicola Williams,Dennis Carlone,Patricia Nolan,Risa Mednick,Sumbul Siddiqui,Timothy Toomey
"000602-00-00180000151482, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Risa Mednick,Alanna Mallon,,,,,Quinton Zondervan,Nicola Williams,Patricia Nolan,Ben Simon,Dennis Carlone,Sumbul Siddiqui,Charles Franklin,Burhan Azeem
"000602-00-00180000165275, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Burhan Azeem,,,,,,Quinton Zondervan,Risa Mednick,Dennis Carlone,Sumbul Siddiqui,Charles Franklin,Patricia Nolan,Nicola Williams,Ben Simon
"000602-00-00180000178095, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Patricia Nolan,Risa Mednick,Burhan Azeem,Derek Kopon,Denise Simmons,Craig Kelley,Quinton Zondervan,Charles Franklin,Sumbul Siddiqui,Nicola Williams,Marc McGovern,Dennis Carlone,Adriane Musgrave,Alanna Mallon
"000602-00-00180000181345, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Quinton Zondervan,,,,,,Sumbul Siddiqui,Patricia Nolan,Nicola Williams,Alanna Mallon,Marc McGovern,Burhan Azeem,Denise Simmons,Risa Mednick
"000602-00-00180000189879, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Risa Mednick,Burhan Azeem,Adriane Musgrave,Sumbul Siddiqui,Denise Simmons,Timothy Toomey,Marc McGovern,Alanna Mallon
"000602-00-00180000200752, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Marc McGovern,Adriane Musgrave,Burhan Azeem,Alanna Mallon,Risa Mednick,Denise Simmons,Timothy Toomey
"000602-00-00180000206943, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Timothy Toomey,Charles Franklin,,,,,
"000602-00-00180000207974, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Burhan Azeem,John Pitkin,Quinton Zondervan,Denise Simmons,Charles Franklin,,
"000602-00-00180000224791, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,John Pitkin,Denise Simmons,Craig Kelley,Alanna Mallon,Quinton Zondervan,Nicola Williams,,
"000602-00-00180000234477, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Adriane Musgrave,Craig Kelley,Nicola Williams,,,,
"000602-00-00180000240957, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Quinton Zondervan,,,,,,
"000602-00-00180000243540, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Alanna Mallon,Sumbul Siddiqui,,,,,
"000602-00-00180000247858, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Denise Simmons,,,,,,,
"000602-00-00180000255992, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Quinton Zondervan,Charles Franklin,Dennis Carlone,Nicola Williams,Burhan Azeem,Sumbul Siddiqui,Marc McGovern
"000602-00-00180000258848, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,,,,,,,,
"000602-00-00180000259365, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Denise Simmons,Ben Simon,Marc McGovern,,,
"000602-00-00180000279093, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Quinton Zondervan,Patricia Nolan,Nicola Williams,Ilan Levy,,,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Marc McGovern,Timothy Toomey,Adriane Musgrave,Burhan Azeem,Risa Mednick
"000602-00-00180000299109, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Charles Franklin,Quinton Zondervan,Ben Simon,Denise Simmons,John Pitkin,
"000602-00-00180000301857, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sukia Akiba,Burhan Azeem,,,,,,
"000602-00-00180000346283, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Marc McGovern,Alanna Mallon,Adriane Musgrave,Burhan Azeem,Risa Mednick,Denise Simmons,Timothy Toomey
"000602-00-00180000351038, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Charles Franklin,Nicola Williams,Dennis Carlone,Patricia Nolan,Risa Mednick,Sumbul Siddiqui,
"000602-00-00180000385016, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,John Pitkin,Craig Kelley,Alanna Mallon,Sumbul Siddiqui,Denise Simmons,Ben Simon,Quinton Zondervan,Burhan Azeem
"000602-00-00180000386579, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Denise Simmons,,,,
"000602-00-00180000436730, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Ben Simon,Sumbul Siddiqui,Adriane Musgrave,Charles Franklin,Dennis Carlone,,
"000602-00-00180000438390, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Timothy Toomey,Risa Mednick,Alanna Mallon,Marc McGovern,Denise Simmons,Craig Kelley,Sumbul Siddiqui,
"000602-00-00180000456431, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Charles Franklin,,,,,,Risa Mednick,Patricia Nolan,Ben Simon,Nicola Williams,John Pitkin,Craig Kelley,Dennis Carlone,Timothy Toomey
"000602-00-00180000458208, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Nicola Williams,,,,,,
"000602-00-00180000479019, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,,,,,,,,
"000602-00-00180000488235, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Charles Franklin,Nicola Williams,Quinton Zondervan,Sumbul Siddiqui,Dennis Carlone,Risa Mednick,
"000602-00-00180000496120, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Derek Kopon,Charles Franklin,Alanna Mallon,Sumbul Siddiqui,,,,
"000602-00-00180000518294, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Quinton Zondervan,Alanna Mallon,Denise Simmons,,,,
"000602-00-00180000529378, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Charles Franklin,Nicola Williams,Quinton Zondervan,,,,
"000602-00-00180000538607, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Denise Simmons,Quinton Zondervan,Ben Simon,
"000602-00-00180000603699, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Nicola Williams,Patricia Nolan,Dennis Carlone,Ben Simon,Charles Franklin,,
"000602-00-00180000607618, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Derek Kopon,Burhan Azeem,Denise Simmons,Risa Mednick,,,
"000602-00-00180000614964, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Alanna Mallon,,,,,,Sumbul Siddiqui,Adriane Musgrave,Marc McGovern,Quinton Zondervan,Burhan Azeem,Nicola Williams,Risa Mednick,Dennis Carlone
"000602-00-00180000615811, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Risa Mednick,Craig Kelley,Dennis Carlone,Derek Kopon,Alanna Mallon,Marc McGovern,Ben Simon,Patricia Nolan,Nicola Williams,Quinton Zondervan,Sumbul Siddiqui,Burhan Azeem,Adriane Musgrave,John Pitkin
"000602-00-00180000650778, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Sumbul Siddiqui,Marc McGovern,Alanna Mallon,,,,
"000602-00-00180000661305, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Sukia Akiba,Ben Simon,,,,,Sumbul Siddiqui,Denise Simmons,Adriane Musgrave,Marc McGovern,Risa Mednick,Timothy Toomey,Alanna Mallon,Burhan Azeem
"000602-00-00180000701038, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Nicola Williams,Dennis Carlone,,,,,Risa Mednick,Patricia Nolan,Sumbul Siddiqui,Alanna Mallon,Ben Simon,Denise Simmons,Craig Kelley,John Pitkin
"000602-00-00180000717323, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Denise Simmons,Marc McGovern,,,,,
"000602-00-00180000718753, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Adriane Musgrave,,,,,
"000602-00-00180000720171, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Adriane Musgrave,Burhan Azeem,Ben Simon,Sumbul Siddiqui,Nicola Williams,Patricia Nolan,
"000602-00-00180000721889, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Ben Simon,Quinton Zondervan,Charles Franklin,Risa Mednick,Burhan Azeem,Patricia Nolan,Adriane Musgrave
"000602-00-00180000726305, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,John Pitkin,Denise Simmons,Alanna Mallon,,,,
"000602-00-00180000735350, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Burhan Azeem,,,,,,
"000602-00-00180000736579, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Alanna Mallon,Denise Simmons,,,,,,
"000602-00-00180000743391, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Alanna Mallon,Marc McGovern,Risa Mednick,Adriane Musgrave,Sumbul Siddiqui,Denise Simmons,Timothy Toomey
"000602-00-00180000750741, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Adriane Musgrave,Burhan Azeem,Alanna Mallon,Marc McGovern,Risa Mednick,,
"000602-00-00180000779735, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Alanna Mallon,Sumbul Siddiqui,Burhan Azeem,Adriane Musgrave,Marc McGovern,Denise Simmons,Timothy Toomey,Risa Mednick
"000602-00-00180000780020, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Quinton Zondervan,Nicola Williams,Dennis Carlone,Charles Franklin,,,
"000602-00-00180000782950, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Marc McGovern,Burhan Azeem,Adriane Musgrave,Denise Simmons,Timothy Toomey,Alanna Mallon,Risa Mednick
"000602-00-00180000785882, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Charles Franklin,Nicola Williams,Dennis Carlone,Patricia Nolan,Risa Mednick,Sumbul Siddiqui,
"000602-00-00180000798422, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Burhan Azeem,Sumbul Siddiqui,Quinton Zondervan,Alanna Mallon,Marc McGovern,Risa Mednick,Nicola Williams,Adriane Musgrave
"000602-00-00180000804897, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Alanna Mallon,Sumbul Siddiqui,Ben Simon,,,,
"000602-00-00180000811664, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Denise Simmons,Patricia Nolan,Alanna Mallon,Risa Mednick,Sumbul Siddiqui,,
"000602-00-00180000894023, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,Quinton Zondervan,Craig Kelley,Dennis Carlone,Ilan Levy,John Pitkin,Ben Simon,Alanna Mallon,Sumbul Siddiqui,Burhan Azeem,Adriane Musgrave,Marc McGovern,Denise Simmons,Timothy Toomey,Risa Mednick
"000602-00-00180000954279, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Timothy Toomey,Denise Simmons,Gregg Moree,Risa Mednick,Marc McGovern,Alanna Mallon,Burhan Azeem,Adriane Musgrave
"000602-00-00180000957665, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Marc McGovern,Alanna Mallon,Quinton Zondervan,Sumbul Siddiqui,,,,
"000602-00-00180000977393, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Burhan Azeem,Alanna Mallon,Denise Simmons,,,,
"000602-00-00180000982131, 1",2,6,6-2,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Nicola Williams,Patricia Nolan,Ben Simon,Dennis Carlone,Sumbul Siddiqui,Charles Franklin,Burhan Azeem
"000901-00-00260000030095, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,,,,,,,
"000901-00-00260000047700, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Alanna Mallon,Sumbul Siddiqui,Patricia Nolan,Derek Kopon,,,,
"000901-00-00260000112080, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Quinton Zondervan,Nicola Williams,Ben Simon,Patricia Nolan,Dennis Carlone,John Pitkin,Sumbul Siddiqui,Risa Mednick
"000901-00-00260000469379, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Nicola Williams,Quinton Zondervan,Dennis Carlone,Charles Franklin,Derek Kopon,Patricia Nolan,John Pitkin,Ben Simon
"000901-00-00260000471168, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Dennis Carlone,Quinton Zondervan,Ben Simon,Nicola Williams,Patricia Nolan,Charles Franklin,,
"000901-00-00260000624145, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Nicola Williams,Risa Mednick,Adriane Musgrave,Denise Simmons,Patricia Nolan,,,
"000901-00-00260000701598, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Nicola Williams,Sumbul Siddiqui,Alanna Mallon,Marc McGovern,Denise Simmons,Dennis Carlone,Risa Mednick,Adriane Musgrave
"000901-00-00260000755154, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams,Denise Simmons,Craig Kelley,Jeffery McNary,Timothy Toomey,Risa Mednick,Patricia Nolan,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Marc McGovern,Adriane Musgrave,Dennis Carlone
"000901-00-00260000787957, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,Sukia Akiba,Ben Simon,Denise Simmons,John Pitkin,Timothy Toomey,Quinton Zondervan,Sumbul Siddiqui,Alanna Mallon,Ilan Levy,Risa Mednick,Burhan Azeem,Adriane Musgrave,Charles Franklin,Marc McGovern
"000901-00-00260000868628, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,Burhan Azeem,Derek Kopon,Craig Kelley,,,,Quinton Zondervan,Marc McGovern,Adriane Musgrave,Alanna Mallon,Sumbul Siddiqui,Dennis Carlone,Patricia Nolan,Nicola Williams
"000901-00-00260000938021, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Patricia Nolan,John Pitkin,Quinton Zondervan,Nicola Williams,Jeffery McNary,Alanna Mallon,Charles Franklin
"000901-00-00260000980068, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Patricia Nolan,Quinton Zondervan,Dennis Carlone,Derek Kopon,Nicola Williams,John Pitkin,Ben Simon,Craig Kelley
"000901-00-09120000193365, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams,Craig Kelley,Jeffery McNary,Timothy Toomey,,Risa Mednick,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Marc McGovern,Adriane Musgrave,Dennis Carlone,Denise Simmons
"000901-00-09120000206850, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,Quinton Zondervan,Nicola Williams,Craig Kelley,Jeffery McNary,Timothy Toomey,Denise Simmons,Risa Mednick,Patricia Nolan,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Marc McGovern,Adriane Musgrave,Dennis Carlone
"000901-00-09120000219367, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,Ben Simon,Risa Mednick,Charles Franklin,Craig Kelley,,,Adriane Musgrave,Sumbul Siddiqui,Dennis Carlone,Quinton Zondervan,Patricia Nolan,Marc McGovern,Alanna Mallon,Nicola Williams
"000901-00-09120000223381, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Sumbul Siddiqui,Marc McGovern,Denise Simmons,Alanna Mallon,Risa Mednick,Adriane Musgrave,,
"000901-00-09120000296784, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Adriane Musgrave,Quinton Zondervan,Dennis Carlone,Nicola Williams,Sumbul Siddiqui,Marc McGovern,Ben Simon,Patricia Nolan
"000901-00-09120000296978, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Ben Simon,Burhan Azeem,Quinton Zondervan,Charles Franklin,Nicola Williams,Sukia Akiba,Risa Mednick,Sumbul Siddiqui
"000901-00-09120000406671, 1",1,9,9-1,False,Jivan Sobrinho-Wheeler,,,,,,,Alanna Mallon,Patricia Nolan,Quinton Zondervan,,,,,
