id,name,party_name,council_id,council_name,election,cand_ward_id,map_ward_id,ward_name,contested,elected,status,occurred_on_count,first_prefs,transfers02,total_votes02,transfers03,total_votes03,transfers04,total_votes04,transfers05,total_votes05,transfers06,total_votes06,transfers07,total_votes07,transfers08,total_votes08,transfers09,total_votes09,transfers10,total_votes10,transfers11,total_votes11,transfers12,total_votes12,transfers13,total_votes13,electorate,total_poll,valid_poll,rejected,quota,seats,candidates
22556,"James Bundy","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002941,S13002941,"Falkirk North",1,1,Elected,7,857,6.85296,863.85296,4.10164,867.9546,12.68784,880.64244,32.30729,912.94973,34.92484,947.87457,330.01762,1277.89,,,,,,,,,,,,,16749,6630,6456,174,1292,4,7
22580,"Robert Bissett","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002941,S13002941,"Falkirk North",1,1,Elected,1,1464,0,1464,0,1464,-172,1292,0,1292,0,1292,0,1292,,,,,,,,,,,,,16749,6630,6456,174,1292,4,7
22583,"Cecil Meiklejohn","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002941,S13002941,"Falkirk North",1,1,Elected,1,2260,-968,1292,0,1292,0,1292,0,1292,0,1292,0,1292,,,,,,,,,,,,,16749,6630,6456,174,1292,4,7
74632,"Iain Sinclair","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002941,S13002941,"Falkirk North",1,1,Elected,2,801,824.49675,1625.50,-333.49675,1292,0,1292,0,1292,0,1292,0,1292,,,,,,,,,,,,,16749,6630,6456,174,1292,4,7
85164,"Robbie Burgess","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002941,S13002941,"Falkirk North",1,0,Excluded,6,399,24.41367,423.41367,43.068,466.48167,137.68656,604.16823,47.14295,651.31118,277.70926,929.02044,-929.02044,0,,,,,,,,,,,,,16749,6630,6456,174,1292,4,7
86035,"Zohaib Arshad","Alba Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002941,S13002941,"Falkirk North",1,0,Excluded,4,294,13.27761,307.27761,38.02921,345.30682,3.05448,348.3613,-348.3613,0,0,0,0,0,,,,,,,,,,,,,16749,6630,6456,174,1292,4,7
20381,"David Robertson","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002940,S13002940,"Bonnybridge and Larbert",1,0,Excluded,2,277,0.94416,277.94416,-277.94416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,13094,5730,5643,87,1411,3,6
22568,"Billy Buchanan",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002940,S13002940,"Bonnybridge and Larbert",1,1,Elected,1,1423,-12,1411,0,1411,0,1411,0,1411,0,1411,,,,,,,,,,,,,,,13094,5730,5643,87,1411,3,6
22571,"David Grant","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002940,S13002940,"Bonnybridge and Larbert",1,0,Excluded,5,1038,2.51214,1040.51214,16.05901,1056.57115,8.01686,1064.58801,20.0917,1084.67971,-1084.67971,0,,,,,,,,,,,,,,,13094,5730,5643,87,1411,3,6
85010,"Jim Muir","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002940,S13002940,"Bonnybridge and Larbert",1,0,Excluded,3,700,0.94416,700.94416,96.12645,797.07061,-797.07061,0,0,0,0,0,,,,,,,,,,,,,,,13094,5730,5643,87,1411,3,6
85011,"Bryan Deakin","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002940,S13002940,"Bonnybridge and Larbert",1,1,Elected,4,1212,2.25924,1214.25924,62.26976,1276.529,711.65754,1988.19,-577.18654,1411,0,1411,,,,,,,,,,,,,,,13094,5730,5643,87,1411,3,6
86029,"Jack Redmond","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002940,S13002940,"Bonnybridge and Larbert",1,1,Elected,6,993,3.38043,996.38043,76.26133,1072.64176,39.14331,1111.78507,215.75396,1327.53903,614.61019,1942.15,,,,,,,,,,,,,,,13094,5730,5643,87,1411,3,6
20382,"Debra Pickering","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002936,S13002936,"Bo'ness and Blackness",1,0,Excluded,4,136,57.94323,193.94323,17.07418,211.01741,34.4072,245.42461,-245.42461,0,,,,,,,,,,,,,,,,,12389,5644,5574,70,1394,3,6
22550,"David Aitchison","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002936,S13002936,"Bo'ness and Blackness",1,1,Elected,5,1041,188.0277,1229.03,9.44398,1238.47168,41.61616,1280.08784,118.5187,1398.61,,,,,,,,,,,,,,,,,12389,5644,5574,70,1394,3,6
22553,"Lynn Munro","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002936,S13002936,"Bo'ness and Blackness",1,0,"Not elected",,843,107.82813,950.82813,1.10176,951.92989,32.24929,984.17918,11.63835,995.81753,,,,,,,,,,,,,,,,,12389,5644,5574,70,1394,3,6
22613,"Ann Ritchie",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002936,S13002936,"Bo'ness and Blackness",1,1,Elected,1,2262,-868,1394,0,1394,0,1394,0,1394,,,,,,,,,,,,,,,,,12389,5644,5574,70,1394,3,6
85009,"Stacey Devine","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002936,S13002936,"Bo'ness and Blackness",1,1,Elected,2,1202,232.54038,1434.54,-40.54038,1394,0,1394,0,1394,,,,,,,,,,,,,,,,,12389,5644,5574,70,1394,3,6
85387,"Nicholas William Pitts","Liberal Democrats",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002936,S13002936,"Bo'ness and Blackness",1,0,Excluded,3,90,35.30316,125.30316,1.41456,126.71772,-126.71772,0,0,0,,,,,,,,,,,,,,,,,12389,5644,5574,70,1394,3,6
22554,"David Balfour","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,1,Elected,1,1808,-547,1261,0,1261,0,1261,0,1261,0,1261,0,1261,0,1261,,,,,,,,,,,12741,5161,5043,118,1261,3,8
22558,"Robert Spears",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,1,Elected,8,611,34.7921,645.7921,2,647.7921,20.81524,668.60734,63.11778,731.72512,6.69188,738.417,349.54496,1087.96196,303.21848,1391.18,,,,,,,,,,,12741,5161,5043,118,1261,3,8
22590,"Stuart Martin","UK Independence Party (UKIP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,0,Excluded,2,27,0.60508,27.60508,-27.60508,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12741,5161,5043,118,1261,3,8
22593,"Alan Nimmo","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,1,Elected,5,1179,32.97686,1211.97686,5.30254,1217.2794,26.81524,1244.09464,37.21016,1281.30,-20.3048,1261,0,1261,0,1261,,,,,,,,,,,12741,5161,5043,118,1261,3,8
71667,"Marc Bozza",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,0,Excluded,4,157,8.77366,165.77366,4,169.77366,6.90762,176.68128,-176.68128,0,0,0,0,0,0,0,,,,,,,,,,,12741,5161,5043,118,1261,3,8
85012,"John Haston","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,0,Excluded,7,454,419.92552,873.92552,2.30254,876.22806,66.68128,942.90934,17.5381,960.44744,2.23681,962.68425,21.15957,983.84382,-983.84382,0,,,,,,,,,,,12741,5161,5043,118,1261,3,8
85382,"Mandy Bryson","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,0,Excluded,6,685,9.0762,694.0762,7,701.0762,1.30254,702.37874,23.60508,725.98382,3.39161,729.37543,-729.37543,0,0,0,,,,,,,,,,,12741,5161,5043,118,1261,3,8
86026,"Rhys Stenhouse","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002937,S13002937,Grangemouth,1,0,Excluded,3,122,15.42954,137.42954,1,138.42954,-138.42954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12741,5161,5043,118,1261,3,8
22574,"Gary Bouse","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,1,Elected,1,1961,-525,1436,0,1436,0,1436,0,1436,0,1436,0,1436,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
22576,"James Flynn","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,1,Elected,7,1081,7.49616,1088.49616,55.13298,1143.62914,6.6051,1150.23424,47.24221,1197.47645,85.52419,1283.00064,667.71226,1950.71,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
22578,"Laura Murtagh","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,1,Elected,2,1224,446.55696,1670.56,0,1670.55696,-234.55696,1436,0,1436,0,1436,0,1436,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
84836,"Margaret Anslow","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,1,Elected,1,1762,0,1762,-326,1436,0,1436,0,1436,0,1436,0,1436,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
85393,"Robert Kemp","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,0,Excluded,6,646,3.74808,649.74808,24.60633,674.35441,3.73758,678.09199,33.80149,711.89348,66.63922,778.5327,-778.5327,0,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
85394,"Sean McCay","Liberal Democrats",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,0,Excluded,4,207,8.56704,215.56704,82.32945,297.89649,16.74424,314.64073,-314.64073,0,0,0,0,0,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
85395,"Tom McLaughlin","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002939,S13002939,"Carse, Kinnaird and Tryst",1,0,Excluded,5,297,29.4492,326.4492,44.03238,370.48158,122.41172,492.8933,117.15364,610.04694,-610.04694,0,0,0,,,,,,,,,,,,,17252,7334,7178,156,1436,4,7
22585,"Lorna Catherine Binnie","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002942,S13002942,"Falkirk South",1,1,Elected,1,1843,-316,1527,0,1527,0,1527,0,1527,,,,,,,,,,,,,,,,,13395,6208,6106,102,1527,3,6
83941,"Emma Russell","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002942,S13002942,"Falkirk South",1,0,"Not elected",,701,258.03225,959.03225,5.47448,964.50673,12.82225,977.32898,198.3031,1175.63208,,,,,,,,,,,,,,,,,13395,6208,6106,102,1527,3,6
83961,"Sarah Patrick","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002942,S13002942,"Falkirk South",1,1,Elected,1,1744,0,1744,-217,1527,0,1527,0,1527,,,,,,,,,,,,,,,,,13395,6208,6106,102,1527,3,6
84835,"Euan Stainbank","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002942,S13002942,"Falkirk South",1,1,Elected,5,1364,16.4592,1380.4592,98.16738,1478.62658,45.87896,1524.50554,127.8187,1652.32,,,,,,,,,,,,,,,,,13395,6208,6106,102,1527,3,6
86038,"Hunter Thomson","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002942,S13002942,"Falkirk South",1,0,Excluded,4,346,23.14575,369.14575,8.7094,377.85515,30.37601,408.23116,-408.23116,0,,,,,,,,,,,,,,,,,13395,6208,6106,102,1527,3,6
86039,"Richard Wilson",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002942,S13002942,"Falkirk South",1,0,Excluded,3,108,3.0861,111.0861,27.49682,138.58292,-138.58292,0,0,0,,,,,,,,,,,,,,,,,13395,6208,6106,102,1527,3,6
22591,"Adanna Bridget McCue","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,0,"Not elected",,825,5.32368,830.32368,11.22182,841.5455,7.18304,848.72854,0.1851,848.91364,153.78747,1002.70111,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
22598,"James Kerr","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,1,Elected,4,1204,21.29472,1225.29472,2.14788,1227.4426,70.54188,1297.98,-7.98448,1290,0,1290,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
85013,"Gordon Forrest","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,1,Elected,6,1205,8.20734,1213.20734,24.44364,1237.65098,10.40486,1248.05584,0.25365,1248.30949,82.66562,1330.98,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
86045,"Scott Fallon","Alba Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,0,Excluded,2,67,2.14426,69.14426,-69.14426,0,0,0,0,0,0,0,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
86046,"Anne Hannah","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,1,Elected,1,1393,-103,1290,0,1290,0,1290,0,1290,0,1290,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
86047,"Doug Sheehan","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,0,Excluded,5,298,11.75646,309.75646,11.22182,320.97828,57.20734,378.18562,1.09335,379.27897,-379.27897,0,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
86048,"Ashley Hunter Ward","Liberal Democrats",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002943,S13002943,"Lower Braes",1,0,Excluded,3,167,28.31902,195.31902,6.51758,201.8366,-201.8366,0,0,0,0,0,,,,,,,,,,,,,,,12003,5238,5159,79,1290,3,7
22599,"John McLuckie",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,0,Excluded,7,459,30.5748,489.5748,9.6986,499.2734,49.5296,548.803,1.2437,550.0467,18.12588,568.17258,35.09173,603.26431,-603.26431,0,,,,,,,,,,,12734,5573,5499,74,1375,3,9
22600,"Jim Robertson","Scottish National Party (SNP)",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,1,Elected,1,1918,-543,1375,0,1375,0,1375,0,1375,0,1375,0,1375,0,1375,,,,,,,,,,,12734,5573,5499,74,1375,3,9
35028,"Austin Reid","Liberal Democrats",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,0,Excluded,6,139,22.648,161.648,0,161.648,6.5662,168.2142,2.00426,170.21846,7.00891,177.22737,-177.22737,0,0,0,,,,,,,,,,,12734,5573,5499,74,1375,3,9
72080,"Mark Andrew Tunnicliff",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,0,Excluded,2,49,6.2282,55.2282,-55.2282,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12734,5573,5499,74,1375,3,9
84239,"Claire Brown","Conservative and Unionist Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,1,Elected,8,1202,12.4564,1214.4564,5,1219.4564,5,1224.4564,1.49561,1225.95201,7.58124,1233.53325,25.5447,1259.07795,147.60149,1406.68,,,,,,,,,,,12734,5573,5499,74,1375,3,9
84838,"Siobhan Paterson","Labour Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,1,Elected,4,1272,93.423,1365.423,5.1324,1370.5554,13.5662,1384.12,-9.1216,1375,0,1375,0,1375,0,1375,,,,,,,,,,,12734,5573,5499,74,1375,3,9
85075,"Colin Todd","Alba Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,0,Excluded,5,63,47.5608,110.5608,3.5662,114.127,4,118.127,0.26769,118.39469,-118.39469,0,0,0,0,0,,,,,,,,,,,12734,5573,5499,74,1375,3,9
86056,"Ian Kennedy",Independent,falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,0,Excluded,3,89,9.3423,98.3423,15.6986,114.0409,-114.0409,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12734,5573,5499,74,1375,3,9
86057,"Rachel Kidd","Scottish Green Party",falkirk,Falkirk,local.falkirk.2022-05-05,gss-S13002944,S13002944,"Upper Braes",1,0,"Not elected",,308,208.9278,516.9278,3.8493,520.7771,14.5479,535.325,1.48731,536.81231,49.94986,586.76217,57.89986,644.66203,95.74992,740.41195,,,,,,,,,,,12734,5573,5499,74,1375,3,9
497,"Allan Knox","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,1,Elected,6,1333,29.0116,1362.0116,99.25588,1461.26748,9.45092,1470.7184,61.04712,1531.76552,122.5934,1654.36,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
22607,"Keith Barton","Conservative and Unionist Party",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,0,"Not elected",,527,1.7835,528.7835,5.22023,534.00373,1,535.00373,24.14302,559.14675,23.52384,582.67059,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
22617,"Steven Mitchell Simpson","Alba Party",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,0,Excluded,3,100,19.9752,119.9752,0.35755,120.33275,-120.33275,0,0,0,0,0,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
22716,"Jonny Tepp","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,1,Elected,1,1692,0,1692,-121,1571,0,1571,0,1571,0,1571,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
85961,"Sean David Elder",Independent,fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,0,Excluded,4,177,7.134,184.134,1.85926,185.99326,28.3079,214.30116,-214.30116,0,0,0,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
85962,"Louise Kennedy-Dalby","Scottish National Party (SNP)",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,1,Elected,1,1783,-212,1571,0,1571,0,1571,0,1571,0,1571,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
85964,"Colin Neil Alexander Palmer","Scottish Green Party",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,0,"Not elected",,397,103.5619,500.5619,6.22137,506.78327,46.29832,553.08159,35.18562,588.26721,87.84854,676.11575,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
85965,"Philip Thompson","Labour Party",fife,Fife,local.fife.2022-05-05,gss-S13002961,S13002961,"Tay Bridgehead",1,0,Excluded,5,271,16.7649,287.7649,4.93419,292.69909,12.68731,305.3864,36.18985,341.57625,-341.57625,0,,,,,,,,,,,,,,,11925,6336,6280,56,1571,3,8
5047,"Dave Dempsey","Conservative and Unionist Party",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,1,Elected,8,1355,25.69806,1380.69806,20.88614,1401.5842,45,1446.5842,10.16049,1456.74469,37.54183,1494.28652,24.8923,1519.17882,911.28767,2430.47,,,,,,,,,,,14541,7813,7703,110,1541,4,8
21155,"David John Barratt","Scottish National Party (SNP)",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,1,Elected,1,2187,-646,1541,0,1541,0,1541,0,1541,0,1541,0,1541,0,1541,,,,,,,,,,,14541,7813,7703,110,1541,4,8
21157,"Callum Hawthorne","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,0,Excluded,3,309,7.67988,316.67988,13,329.67988,-329.67988,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14541,7813,7703,110,1541,4,8
49080,"Dave Coleman","Conservative and Unionist Party",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,0,Excluded,7,897,11.22444,908.22444,15,923.22444,16.59076,939.8152,10.83425,950.64945,39.93059,990.58004,24.27655,1014.85659,-1014.85659,0,,,,,,,,,,,14541,7813,7703,110,1541,4,8
85904,"Ryan Blackadder","Scottish Green Party",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,0,Excluded,5,634,75.02652,709.02652,19.59076,728.61728,62.77228,791.38956,16.04608,807.43564,-807.43564,0,0,0,0,0,,,,,,,,,,,14541,7813,7703,110,1541,4,8
85905,"Patrick Charles Browne","Labour Party",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,1,Elected,4,1426,41.94396,1467.94396,4,1471.94396,140.06766,1612.01,-71.01162,1541,0,1541,0,1541,0,1541,,,,,,,,,,,14541,7813,7703,110,1541,4,8
85906,"Sarah Ann Davis","Scottish Family Party",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,0,Excluded,2,93,2.36304,95.36304,-95.36304,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14541,7813,7703,110,1541,4,8
85907,"Sarah Neal","Scottish National Party (SNP)",fife,Fife,local.fife.2022-05-05,gss-S13002950,S13002950,"Inverkeithing and Dalgety Bay",1,1,Elected,6,802,460.20204,1262.20204,10.88614,1273.08818,23.36304,1296.45122,6.49706,1302.94828,460.63668,1763.58,-222.58496,1541,0,1541,,,,,,,,,,,14541,7813,7703,110,1541,4,8
6423,"Lewis Alan Campbell","Scottish Green Party",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,0,Excluded,5,478,41.877,519.877,0.66367,520.54067,6.39068,526.93135,11.20033,538.13168,-538.13168,0,0,0,0,0,,,,,,,,,,,16854,8071,7971,100,1595,4,9
15306,"Jim Leishman","Labour Party",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,1,Elected,8,1055,84.5154,1139.5154,0.37425,1139.88965,15.76639,1155.65604,15.58103,1171.23707,71.9757,1243.21277,230.13353,1473.3463,894.00282,2367.35,,,,,,,,,,,16854,8071,7971,100,1595,4,9
21127,"Aude Boubaker-Calder","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,1,Elected,1,1970,-375,1595,0,1595,0,1595,0,1595,0,1595,0,1595,0,1595,,,,,,,,,,,16854,8071,7971,100,1595,4,9
21138,"Garry Haldane","Labour Party",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,0,Excluded,7,909,68.9067,977.9067,0.28942,978.19612,5.19035,983.38647,9,992.38647,64.54744,1056.93391,159.13384,1216.06775,-1216.06775,0,,,,,,,,,,,16854,8071,7971,100,1595,4,9
21139,"Jean Hall Muir","Scottish National Party (SNP)",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,1,Elected,8,1057,18.6543,1075.6543,6.26744,1081.92174,0.00998,1081.93172,37.60099,1119.53271,268.60421,1388.13692,17.52779,1405.66471,80.54272,1486.21,,,,,,,,,,,16854,8071,7971,100,1595,4,9
70782,"Derek Glen","Scottish National Party (SNP)",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,1,Elected,1,1603,0,1603,-8,1595,0,1595,0,1595,0,1595,0,1595,0,1595,,,,,,,,,,,16854,8071,7971,100,1595,4,9
85861,"Malcolm Macaulay","Conservative and Unionist Party",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,0,Excluded,6,752,89.8452,841.8452,0.02495,841.87015,14.19035,856.0605,5.19035,861.25085,17.66989,878.92074,-878.92074,0,0,0,,,,,,,,,,,16854,8071,7971,100,1595,4,9
85862,"Gary Christopher Pratt","Scottish Family Party",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,0,Excluded,3,53,3.61665,56.61665,0.03493,56.65158,-56.65158,0,0,0,0,0,0,0,0,0,,,,,,,,,,,16854,8071,7971,100,1595,4,9
85863,"Leanne Tervit","Alba Party",fife,Fife,local.fife.2022-05-05,gss-S13002947,S13002947,"Dunfermline Central",1,0,Excluded,4,94,1.1421,95.1421,0.06986,95.21196,5.76639,100.97835,-100.97835,0,0,0,0,0,0,0,,,,,,,,,,,16854,8071,7971,100,1595,4,9
6605,"Jane Ann Liston","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002962,S13002962,"St Andrews",1,1,Elected,1,1265,-255,1010,0,1010,0,1010,0,1010,0,1010,,,,,,,,,,,,,,,12106,5085,5048,37,1010,4,6
9185,"Rosalind Garton","Labour Party",fife,Fife,local.fife.2022-05-05,gss-S13002962,S13002962,"St Andrews",1,0,Excluded,5,422,71.35932,493.35932,42.39956,535.75888,18.51408,554.27296,287.9766,842.24956,-842.24956,0,,,,,,,,,,,,,,,12106,5085,5048,37,1010,4,6
20580,"Fergus Cook","Scottish Green Party",fife,Fife,local.fife.2022-05-05,gss-S13002962,S13002962,"St Andrews",1,0,Excluded,4,335,50.79816,385.79816,22.24026,408.03842,60.372,468.41042,-468.41042,0,0,0,,,,,,,,,,,,,,,12106,5085,5048,37,1010,4,6
22858,"Ann Verner","Scottish National Party (SNP)",fife,Fife,local.fife.2022-05-05,gss-S13002962,S13002962,"St Andrews",1,1,Elected,1,1123,0,1123,0,1123,-113,1010,0,1010,0,1010,,,,,,,,,,,,,,,12106,5085,5048,37,1010,4,6
85953,"Al Clark","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002962,S13002962,"St Andrews",1,1,Elected,1,1161,0,1161,-151,1010,0,1010,0,1010,0,1010,,,,,,,,,,,,,,,12106,5085,5048,37,1010,4,6
85955,"Robin Lawson","Conservative and Unionist Party",fife,Fife,local.fife.2022-05-05,gss-S13002962,S13002962,"St Andrews",1,1,Elected,6,742,58.86136,800.86136,40.70878,841.57014,2.81736,844.3875,16.54212,860.92962,259.55994,1120.49,,,,,,,,,,,,,,,12106,5085,5048,37,1010,4,6
6959,"Karen Utting","Liberal Democrats",fife,Fife,local.fife.2022-05-05,gss-S13002955,S13002955,"Kirkcaldy Central",1,0,Excluded,1,115,-115,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11394,4670,4564,106,1142,3,7
